,Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change,Reference Cell Type
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.094,0.894,0.249,0.89,174.5769235764319,-0.078023967725804,OPC_2_1-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.426,0.018,0.141,0.712,218.91777417525483,0.0577694551172897,OPC_1
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5400660029332139,0.153,0.986,0.237,0.967,317.46948401120727,0.6101430919504309,Oligo_2_1-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.4600445128091947,0.083,0.846,0.236,0.91,246.61732448578192,0.5205868276884417,Ependymal
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.086,0.304,0.087,0.512,162.79430350576544,0.0,Astro_2
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.103,0.19,0.059,0.505,185.13062667930356,0.0,SMC-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.422,0.044,0.136,0.616,224.6108265247057,0.0346065670630538,Oligo_2_1-SEAAD
130,CPS_6e10,Micro-PVM_2,0.0,-0.005,0.879,0.263,0.923,198.2170107886348,0.0,Oligo_3
68,Sex_codes,Micro-PVM_2,0.0,-0.392,0.056,0.127,0.634,205.16970778328744,0.1205188168461927,Micro-PVM_4-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.388,0.074,0.114,0.518,217.4236155621181,0.1236326631007765,Oligo_2_1-SEAAD
99,Braak_codes,Micro-PVM_2,0.8268807291543031,0.323,1.277,0.259,0.994,342.8646794241412,0.9516076176642996,Astro_6-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,285.46973457613484,-0.088740697697251,Micro-PVM_2
68,Sex_codes,Micro-PVM_2,0.0,-0.377,0.052,0.127,0.683,214.21559003309085,0.1073111494119966,Endo_1
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.07,0.287,0.082,0.536,188.72674993874065,0.0,Micro-PVM_4-SEAAD
68,Sex_codes,Micro-PVM_2,0.0,-0.411,0.034,0.131,0.644,200.00148797583796,0.1114671493935635,SMC-SEAAD
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.117,0.218,0.068,0.512,182.72532208778225,0.0,Astro_2
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.124,0.209,0.061,0.507,199.5729436009283,0.0,Endo_3
37,Age_at_Death_binned_codes,Micro-PVM_2,0.544922865460262,0.198,0.932,0.221,0.963,294.88201055831684,0.6438388890996132,Micro-PVM_4-SEAAD
68,Sex_codes,Micro-PVM_2,0.0,-0.394,0.051,0.129,0.643,194.0793218505518,0.0641707578338845,Pericyte_1
37,Age_at_Death_binned_codes,Micro-PVM_2,0.4522639799369843,-0.0,0.805,0.238,0.92,286.34090457997127,0.5314461054963127,SMC-SEAAD
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.079,0.287,0.082,0.504,171.9140340443307,0.0,Ependymal
130,CPS_AT8,Micro-PVM_2,0.0,-0.001,1.153,0.367,0.821,165.25073339914078,-0.209798037786401,OPC_2_2-SEAAD
130,CPS_6e10,Micro-PVM_2,0.4871889658434343,-0.011,0.862,0.254,0.935,313.2303267115586,0.6511636996738661,Lymphocyte
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5225058822517332,0.094,0.976,0.254,0.936,312.1532478423391,0.5818795259288223,Endo_2
99,Thal_codes,Micro-PVM_2,0.0,-0.02,0.792,0.256,0.744,207.57165982661428,-0.0339437883140955,Endo_3
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.075,0.29,0.091,0.589,222.0224423484441,0.0,Pericyte_2-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5503620527990847,0.168,0.99,0.233,0.981,348.577947805853,0.6686604006201462,Oligo_2_1-SEAAD
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.032,0.926,0.262,0.906,188.1150885438961,-0.0801367591645049,Endo_1
130,CPS,Micro-PVM_2,0.4451579692395144,-0.0,0.87,0.28,0.845,274.3234811756012,0.5862015407599207,Astro_2
99,Thal_codes,Micro-PVM_2,0.0,-0.085,0.601,0.203,0.691,209.4968037000857,0.0558494088265375,Astro_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5242001069326847,0.072,0.893,0.252,0.919,314.9301226391912,0.5887152564833269,Micro-PVM_4-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.403,0.082,0.121,0.458,204.96062568051696,0.1190478613263248,Micro-PVM_4-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.453,0.012,0.15,0.786,183.2369933905617,0.0920234732664545,Ependymal
130,CPS,Micro-PVM_2,0.5644615933634959,0.047,1.022,0.287,0.935,308.9098983508099,0.7386425157109424,SMC-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.441,0.026,0.14,0.651,217.66417017937616,0.0580008004359291,Pericyte_2-SEAAD
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.094,0.238,0.064,0.493,185.6358893772025,0.0,Pericyte_1
68,Sex_codes,Micro-PVM_2,0.0,-0.384,0.063,0.128,0.648,191.9913941659319,-0.0452460275437663,SMC-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5572055745086737,0.159,0.964,0.249,0.947,323.9125486146207,0.6497130821407034,VLMC_1
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.382,0.07,0.111,0.432,211.2482740155116,0.0801600175255595,Astro_5
6,Age_at_Death_binned_codes,Micro-PVM_2,0.4518191246487769,-0.005,0.806,0.234,0.926,239.03518157922497,0.5076149059625965,VLMC_1
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.13,0.218,0.068,0.478,198.85989216947112,0.0,Endo_1
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5338182651429855,0.133,0.96,0.248,0.944,347.71228071425134,0.6504947145568556,Micro-PVM_3-SEAAD
68,Sex_codes,Micro-PVM_2,0.0,-0.392,0.057,0.126,0.624,197.83858083876336,-0.0027569825534289,Oligo_3
37,Age_at_Death_binned_codes,Micro-PVM_2,0.5128462434974489,0.118,0.954,0.251,0.932,282.685385554647,0.6295207231506965,Astro_2
68,Sex_codes,Micro-PVM_2,0.0,-0.367,0.085,0.133,0.674,196.29133945828187,0.0915670827685191,Micro-PVM_2_1-SEAAD
99,Braak_codes,Micro-PVM_2,0.7592740502972267,0.24,1.181,0.265,0.991,319.7164143783898,0.9494921757954256,Astro_1
130,CPS,Micro-PVM_2,0.0,-0.002,1.002,0.313,0.849,183.33051704629997,-0.0180287010083376,Pericyte_1
130,CPS,Micro-PVM_2,0.0,-0.002,0.983,0.302,0.897,182.3425631197425,-0.0183946676241316,Micro-PVM_1
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.112,0.282,0.083,0.555,184.219966948644,0.0,Micro-PVM_2_1-SEAAD
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.123,0.172,0.059,0.513,198.10807307424383,0.0,SMC-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5049814403232489,-0.004,0.87,0.248,0.942,310.0432577085413,0.5714928771789359,OPC_2
130,CPS_6e10,Micro-PVM_2,0.0,-0.026,0.843,0.272,0.861,200.5503377140771,0.0,OPC_2
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.112,0.271,0.089,0.554,219.28709345922576,0.0,Oligo_2_1-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.443,0.03,0.137,0.614,227.13045716920567,0.0328156642705421,Pericyte_2-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.421,0.059,0.121,0.477,200.07917114004067,0.1120274020056839,SMC-SEAAD
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.128,0.291,0.085,0.5,177.28023187363067,0.0,Astro_6-SEAAD
130,CPS_AT8,Micro-PVM_2,0.0,-0.006,1.122,0.364,0.836,158.2363717369612,-0.2542176720924566,Micro-PVM_4-SEAAD
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.117,0.212,0.062,0.465,198.2170107886348,0.0,Oligo_3
99,Braak_codes,Micro-PVM_2,0.5968384478003333,0.105,1.024,0.289,0.913,304.6191532586638,0.9039564379496072,Astro_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5412976752677271,0.14,0.989,0.251,0.957,319.3812729930584,0.6111765786192362,Pericyte_2-SEAAD
68,Sex_codes,Micro-PVM_2,0.0,-0.419,0.043,0.147,0.786,198.84974718832973,0.1220021513462326,Astro_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.015,0.755,0.24,0.853,163.22229356263026,-0.1191935535680276,Astro_6-SEAAD
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.102,0.191,0.059,0.483,198.03395937515384,0.0,Endo_2
37,Age_at_Death_binned_codes,Micro-PVM_2,0.4866745380632447,0.068,0.871,0.251,0.906,275.22561872134537,0.5720711820796068,SMC-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.339,0.074,0.105,0.432,199.7990064132153,0.1171199702233852,Micro-PVM_2_1-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.431,0.041,0.147,0.77,189.0969409732532,0.0930943514830027,Astro_6-SEAAD
99,ADNC_codes,Micro-PVM_2,0.0,-0.093,0.548,0.168,0.521,225.40305647804416,0.0396861765988466,Oligo_2_1-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.376,0.083,0.108,0.406,214.28047176524208,0.1057056092712865,Astro_4
37,Age_at_Death_binned_codes,Micro-PVM_2,0.5576624314111757,0.209,0.963,0.234,0.953,291.4096436993532,0.6616191831944715,Micro-PVM_2_1-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.435,0.047,0.143,0.649,220.33416693429135,0.0574634376768334,Astro_3
37,Sex_codes,Micro-PVM_2,-0.2941883983107714,-0.523,0.002,0.165,0.872,136.68571836490457,-0.2521877072046712,Astro_2
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.395,0.092,0.109,0.43,217.1870471489578,0.1042750766658026,Monocyte
37,Sex_codes,Micro-PVM_2,0.0,-0.419,0.026,0.142,0.646,220.62793658718385,0.057212728376382,Lymphocyte
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.086,0.324,0.099,0.552,212.5133202184942,0.0,Endo_3
68,Sex_codes,Micro-PVM_2,0.0,-0.412,0.07,0.134,0.63,208.2451580747847,0.0614069670256602,Oligo_2_1-SEAAD
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.106,0.231,0.07,0.523,187.88402381796988,0.0,VLMC_1
37,Age_at_Death_binned_codes,Micro-PVM_2,0.542019012065802,0.16,0.891,0.214,0.975,287.0133818073565,0.6414712606239161,Astro_5
6,Age_at_Death_binned_codes,Micro-PVM_2,0.4278487744457663,-0.0,0.769,0.23,0.905,232.21337384338185,0.4828239125330666,OPC_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5576686142384337,0.118,0.907,0.211,0.99,348.51871284464687,0.681886548852011,Micro-PVM_1
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.084,0.221,0.064,0.497,177.06176443367386,0.0,Oligo_4
130,CPS,Micro-PVM_2,0.5713943027927816,0.074,1.056,0.287,0.95,293.7628016026475,0.6727648859719924,OPC_2_1-SEAAD
68,Sex_codes,Micro-PVM_2,0.0,-0.387,0.032,0.129,0.689,200.19969454160776,0.1217930304183838,Astro_5
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5115436609082841,0.097,0.949,0.263,0.902,315.60208292939126,0.5758769354037598,Astro_3
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.118,0.208,0.062,0.483,199.4545728718287,0.0,Lymphocyte
130,CPS_6e10,Micro-PVM_2,0.0,-0.017,0.795,0.257,0.841,200.0092576698383,0.0,Micro-PVM_2_3-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.398,0.066,0.116,0.466,200.9494694375421,0.1143571115860574,Pericyte_1
68,Sex_codes,Micro-PVM_2,0.0,-0.38,0.055,0.122,0.614,216.80813856985844,0.1017559258323361,Monocyte
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5048098494074711,0.089,0.899,0.234,0.947,335.3209288837407,0.6175268447277482,OPC_2
99,Braak_codes,Micro-PVM_2,0.828457786381631,0.339,1.314,0.262,0.993,340.6011383749847,1.0037254172027643,Endo_3
68,Sex_codes,Micro-PVM_2,0.0,-0.383,0.044,0.126,0.627,201.113486786896,0.0110936872202836,Endo_3
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.394,0.072,0.115,0.453,201.99464383469197,0.1078855818494522,Astro_5
37,Sex_codes,Micro-PVM_2,0.0,-0.372,0.087,0.123,0.635,177.71681046655857,0.0053274510014609,Oligo_4
99,Braak_codes,Micro-PVM_2,0.7594266420974044,0.251,1.233,0.26,0.993,310.836647117568,0.9035294540251176,OPC_2
37,Age_at_Death_binned_codes,Micro-PVM_2,0.4855327525169101,0.083,0.877,0.236,0.928,278.6588171296018,0.5720683463020446,Astro_5
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.418,0.079,0.111,0.419,209.2692365741001,0.0790211858813192,Astro_1
37,Sex_codes,Micro-PVM_2,0.0,-0.447,0.028,0.142,0.552,217.1932408297348,0.0586042557296327,Endo_2
130,CPS,Micro-PVM_2,0.5645059442664722,0.1,1.03,0.285,0.912,313.35630818938023,0.7379616398589135,VLMC_1
37,Sex_codes,Micro-PVM_2,0.0,-0.476,0.0,0.156,0.805,178.56140182451017,0.1037931073643126,OPC_2
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.099,0.226,0.062,0.495,200.0092576698383,0.0,Micro-PVM_2_3-SEAAD
130,CPS_AT8,Micro-PVM_2,0.6315186873905364,-0.002,1.131,0.346,0.884,289.04067326200425,0.64778256895035,OPC_2_1-SEAAD
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.085,0.32,0.089,0.532,166.16622290537077,0.0,OPC_2
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.114,0.188,0.058,0.491,202.0430867288678,0.0,Monocyte
130,CPS,Micro-PVM_2,0.556928241919708,0.122,1.121,0.29,0.911,305.4795446571347,0.7302085466437211,Micro-PVM_3-SEAAD
130,CPS_6e10,Micro-PVM_2,0.4748857625538211,0.029,0.929,0.267,0.918,306.909618074589,0.6354917568318775,Micro-PVM_1
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.393,0.092,0.113,0.457,199.7423446355484,0.1184934686599286,Astro_5
99,ADNC_codes,Micro-PVM_2,0.0,-0.141,0.475,0.166,0.547,219.5144969421064,0.0,Endo_3
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.073,0.288,0.08,0.525,183.9924723199373,0.0,Astro_5
68,Sex_codes,Micro-PVM_2,0.0,-0.393,0.029,0.127,0.696,203.04996799008143,0.1119924033120339,VLMC_1
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.095,0.297,0.089,0.541,201.54176334727828,0.0,Astro_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.4371531974095266,0.048,0.774,0.233,0.87,238.32229895544157,0.4885561059273557,Endo_3
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.059,0.881,0.249,0.909,186.8540219265893,-0.082671404447728,Ependymal
6,Age_at_Death_binned_codes,Micro-PVM_2,0.490965363514501,0.091,0.901,0.232,0.959,240.0202865362347,0.5601061299636616,Astro_2
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.074,0.335,0.094,0.514,207.98432919188696,0.0,Oligo_2_1-SEAAD
130,CPS_6e10,Micro-PVM_2,0.4931446902289516,0.066,0.958,0.258,0.938,312.7661934174741,0.6593367330262583,Endo_2
68,Sex_codes,Micro-PVM_2,0.0,-0.435,0.017,0.13,0.654,203.5979310098608,0.0912681882657175,OPC_2_2-SEAAD
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.005,0.844,0.268,0.863,188.9891472138175,-0.0785725953166543,Oligo_2_1-SEAAD
99,Thal_codes,Micro-PVM_2,0.0,-0.055,0.739,0.242,0.721,204.8657876168373,-0.0333807542563265,Oligo_3
99,ADNC_codes,Micro-PVM_2,0.0,-0.092,0.499,0.164,0.574,222.0224423484441,0.0,Pericyte_2-SEAAD
37,Age_at_Death_binned_codes,Micro-PVM_2,0.5194285185604427,0.11,0.918,0.257,0.903,283.9327840018851,0.6130737812540104,Pericyte_1
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.395,0.059,0.116,0.441,202.7534425662127,0.1098840137641707,VLMC_1
99,Braak_codes,Micro-PVM_2,0.693004220825261,0.234,1.161,0.252,0.988,310.892811654018,0.8547299369071649,Ependymal
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.091,0.252,0.078,0.536,191.1168144769752,0.0,OPC_2_2-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.391,0.075,0.116,0.488,190.81908750432407,0.0503186534954538,OPC_2_1-SEAAD
99,ADNC_codes,Micro-PVM_2,0.0,-0.095,0.514,0.171,0.627,218.5579241666373,0.0,OPC_2
37,Age_at_Death_binned_codes,Micro-PVM_2,0.5514721014529136,0.098,0.904,0.236,0.957,299.804088663689,0.6495653462274334,OPC_2_2-SEAAD
37,Age_at_Death_binned_codes,Micro-PVM_2,0.4779515349329556,-0.002,0.878,0.26,0.909,295.28237145274164,0.5633156927110797,Astro_5
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.368,0.098,0.11,0.444,213.9113203810633,0.1052605033007518,Endo_1
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.084,0.218,0.062,0.495,184.278382116007,0.0,OPC_2_1-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.436,0.08,0.138,0.583,224.42754295025463,0.0382340557907053,OPC_2
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.088,0.34,0.096,0.532,209.0869679353599,0.0,Pericyte_2-SEAAD
99,Braak_codes,Micro-PVM_2,0.7849227155203704,0.308,1.308,0.275,0.988,332.06658167622936,0.9072198378013924,Oligo_4
130,CPS_AT8,Micro-PVM_2,0.6504396895967843,-0.009,1.116,0.341,0.894,292.36972194649394,0.6681471697797539,Astro_5
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.107,0.281,0.086,0.515,169.8613757262212,0.0,Endo_3
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.354,0.076,0.108,0.439,204.96248064099365,0.0490721692076206,SMC-SEAAD
99,Thal_codes,Micro-PVM_2,0.0,-0.052,0.72,0.239,0.764,204.79329842659428,-0.0321479934752285,Micro-PVM_4-SEAAD
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.07,0.298,0.082,0.491,216.2073824542193,0.0,Oligo_2
68,Sex_codes,Micro-PVM_2,0.0,-0.406,0.047,0.128,0.637,198.7886149485125,0.1093482961427911,OPC_2_1-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.41,0.081,0.116,0.444,207.1635224294489,0.1163152817720349,OPC_2_2-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.468,0.01,0.156,0.735,182.1374793146974,0.100669983563563,Endo_3
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.105,0.247,0.076,0.537,218.5579241666373,0.0,OPC_2
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.001,0.817,0.255,0.873,191.53600715576096,-0.0770473557748399,Monocyte
37,Age_at_Death_binned_codes,Micro-PVM_2,0.4855014700083008,-0.0,0.85,0.245,0.929,279.34157221818134,0.5721878980827431,VLMC_1
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.412,0.063,0.121,0.453,197.92109965726576,0.1152488445201204,Astro_2
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.091,0.286,0.08,0.531,184.48326501792283,0.0,OPC_2_1-SEAAD
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.101,0.288,0.087,0.497,165.5538588838276,0.0,Astro_1
37,Sex_codes,Micro-PVM_2,0.0,-0.443,0.084,0.132,0.55,226.17325528710904,0.030029035084794,Micro-PVM_3-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.385,0.085,0.112,0.449,201.2037556729476,0.1097687145112727,Pericyte_2-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,-0.414,0.056,0.135,0.598,225.8416308902088,0.0341863270624073,Oligo_1
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.109,0.273,0.08,0.518,178.7155276405735,0.0,Oligo_2
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.09,0.273,0.079,0.543,181.9082152147861,0.0,OPC_1
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.084,0.292,0.088,0.481,170.31171969655347,0.0,Endo_1
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5224841795386317,0.086,0.927,0.238,0.971,338.73012937339576,0.6375729603089582,Astro_3
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.0,0.818,0.26,0.855,187.74272010388387,-0.0797356381044379,OPC_2_1-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5353221698558877,0.112,1.02,0.278,0.885,321.15872811690275,0.5988837524401386,Lymphocyte
130,CPS_AT8,Micro-PVM_2,0.6795451439464892,0.148,1.273,0.334,0.919,286.6452016703193,0.6560554306118778,OPC_1
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.097,0.867,0.236,0.903,186.0243705507357,-0.079866763227527,OPC_1
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.067,0.252,0.075,0.54,183.90930473511568,0.0,Monocyte
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.094,0.18,0.055,0.493,199.14161954140616,0.0,Astro_4
99,APOE4_Status_codes,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,296.3762716987703,0.0,Micro-PVM_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.017,0.773,0.24,0.863,220.14600609744588,0.0260448859585392,Oligo_2
130,CPS,Micro-PVM_2,0.0,-0.0,0.984,0.308,0.896,184.3000811726332,-0.0181724352338865,Oligo_1
37,Sex_codes,Micro-PVM_2,0.0,-0.481,0.005,0.157,0.777,182.6275078801019,0.1007263696497275,Endo_1
99,Braak_codes,Micro-PVM_2,0.8266155890425724,0.37,1.306,0.249,0.999,330.2296588717404,0.9552919837322142,Endo_1
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.097,0.224,0.071,0.52,185.89208042993383,0.0,Astro_3
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.27,0.195,0.077,0.325,193.97438881751916,-0.0597657031731196,Oligo_4
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.403,0.097,0.122,0.448,195.2578480104275,0.1021698373907123,OPC_1
99,Thal_codes,Micro-PVM_2,0.0,-0.023,0.739,0.24,0.753,204.3210551660129,-0.0301387587604757,OPC_2
37,Sex_codes,Micro-PVM_2,0.0,-0.447,0.03,0.14,0.564,219.64812723236813,0.0554089985352074,Oligo_1
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.003,0.826,0.255,0.878,187.53631823200467,-0.0785778340017564,Endo_2
37,Sex_codes,Micro-PVM_2,0.0,-0.378,0.053,0.12,0.56,181.6312228166489,0.0233472385619448,Oligo_2
68,Sex_codes,Micro-PVM_2,0.0,-0.437,0.047,0.138,0.715,198.04706174331207,0.1226325988852105,OPC_1
68,Sex_codes,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,305.689636762585,0.0446376959262259,Micro-PVM_2
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.088,0.866,0.26,0.878,176.49807062935042,-0.0792361073462431,Pericyte_2-SEAAD
68,Sex_codes,Micro-PVM_2,0.0,-0.413,0.04,0.126,0.656,211.31649364322087,0.1040469761581847,OPC_1
6,Age_at_Death_binned_codes,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,284.8771990843308,-0.0897655739249999,Micro-PVM_2
68,APOE4_Status_codes,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,303.580367999271,0.0,Micro-PVM_2
99,ADNC_codes,Micro-PVM_2,0.0,-0.11,0.54,0.169,0.559,226.34760378823785,0.0402853047007863,Pericyte_1
130,CPS_AT8,Micro-PVM_2,0.6547076877344301,0.125,1.22,0.33,0.922,293.06271920138016,0.6722149795084602,Monocyte
37,Age_at_Death_binned_codes,Micro-PVM_2,0.5610435252803088,0.151,0.962,0.226,0.971,288.0400281843324,0.6630586147605828,OPC_1
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.104,0.268,0.085,0.562,220.11458290263775,0.0,Pericyte_1
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.382,0.074,0.112,0.457,201.59887966311263,0.1216469642708479,Oligo_3
37,Age_at_Death_binned_codes,Micro-PVM_2,0.0,-0.002,0.812,0.26,0.855,190.9634312824043,-0.0706680010630445,OPC_2
6,Age_at_Death_binned_codes,Micro-PVM_2,0.5606827120739057,0.198,0.994,0.259,0.911,349.1920505988697,0.6628955910692196,Oligo_1
99,Thal_codes,Micro-PVM_2,0.0,-0.075,0.709,0.243,0.75,209.4515831894389,-0.0156130023654534,Astro_3
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.089,0.31,0.09,0.549,217.73349435361345,0.0,Astro_3
99,APOE4_Status_codes,Micro-PVM_2,0.0,-0.078,0.277,0.081,0.54,185.29714554141933,0.0,Oligo_3
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.086,0.326,0.094,0.52,163.22651175539377,-0.0532453400087164,Micro-PVM_2_3-SEAAD
37,Age_at_Death_binned_codes,Micro-PVM_2,0.5533229634481746,0.137,0.919,0.237,0.957,289.21607756916046,0.6531532806450826,Monocyte
130,CPS_6e10,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,296.3762716987703,0.0,Micro-PVM_2
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.365,0.096,0.097,0.363,214.70993423278705,0.0984245480189192,OPC_2
68,APOE4_Status_codes,Micro-PVM_2,0.0,-0.075,0.354,0.094,0.52,209.40799142294287,0.0,Micro-PVM_4-SEAAD
6,method[T.10xV3.1_HT],Micro-PVM_2,0.0,-0.366,0.143,0.106,0.407,192.94594764804776,0.0479676023403287,Oligo_1
130,CPS_AT8,Micro-PVM_2,0.6504696538393104,-0.001,1.11,0.343,0.887,285.1933851804653,0.6220998629162822,Oligo_3
37,Age_at_Death_binned_codes,Micro-PVM_2,0.4814748677979167,0.071,0.859,0.243,0.905,276.81659621072475,0.5687012990183693,Oligo_1
99,ADNC_codes,Micro-PVM_2,0.0,-0.09,0.553,0.174,0.628,217.73349435361345,0.0,Astro_3
37,Sex_codes,Micro-PVM_2,0.0,-0.456,0.004,0.15,0.786,181.1510458569069,0.0970723917210683,Micro-PVM_2_3-SEAAD
6,Age_at_Death_binned_codes,Micro-PVM_2,0.4630396295365603,-0.014,0.816,0.252,0.883,239.3507280645256,0.4990054511538064,Micro-PVM_2_3-SEAAD
37,Sex_codes,Micro-PVM_2,0.0,0.0,0.0,0.0,0.0,313.5017002775334,0.0463947702542008,Micro-PVM_2
68,Sex_codes,Micro-PVM_2,0.0,-0.401,0.062,0.131,0.656,201.508899318498,0.1106144128616652,Oligo_1
99,Braak_codes,Micro-PVM_2,0.7636267531086812,0.265,1.241,0.275,0.984,326.46689771278875,0.9468159730000488,Micro-PVM_2_3-SEAAD
